,date,open,high,low,close,volume,amount,outstanding_share,turnover,股票代码,股票名称
0,2022-01-04,10.64,10.86,10.5,10.84,4432843.0,110471989.0,58264008.0,0.07608201275820228,sz300845,捷安高科
1,2022-01-05,10.76,10.97,10.15,10.32,5997115.0,145868226.0,58264008.0,0.1029300112687064,sz300845,捷安高科
2,2022-01-06,10.28,10.49,10.24,10.39,2503400.0,60289948.0,58264008.0,0.04296649142297248,sz300845,捷安高科
3,2022-01-07,10.39,10.57,9.91,9.92,3970662.0,93890060.0,58264008.0,0.06814948261025915,sz300845,捷安高科
4,2022-01-10,9.94,10.35,9.83,10.24,3114300.0,73586844.0,58264008.0,0.053451523623297595,sz300845,捷安高科
5,2022-01-11,10.36,10.52,10.18,10.26,3099100.0,74308616.0,58264008.0,0.053190642154243836,sz300845,捷安高科
6,2022-01-12,10.28,10.58,10.21,10.44,2756700.0,67009346.0,58264008.0,0.04731394379871704,sz300845,捷安高科
7,2022-01-13,10.41,10.58,10.33,10.38,2249448.0,54612048.0,58264008.0,0.03860784860526588,sz300845,捷安高科
8,2022-01-14,10.34,10.65,10.23,10.46,2918760.0,71266743.0,58264008.0,0.05009542082995732,sz300845,捷安高科
9,2022-01-17,10.52,10.83,10.49,10.83,4322700.0,107604254.0,58264008.0,0.07419160041307148,sz300845,捷安高科
10,2022-01-18,11.19,11.24,10.24,10.32,6832700.0,169543644.0,58264008.0,0.11727136931602783,sz300845,捷安高科
11,2022-01-19,10.1,10.49,9.96,10.49,3461478.0,83052626.0,58264008.0,0.05941022800903089,sz300845,捷安高科
12,2022-01-20,10.46,10.54,9.89,9.94,3358500.0,78526796.0,58264008.0,0.05764279038270076,sz300845,捷安高科
13,2022-01-21,9.94,10.62,9.9,10.37,4016100.0,95983086.0,58264008.0,0.06892934657018446,sz300845,捷安高科
14,2022-01-24,10.49,10.52,10.15,10.23,2425700.0,58119069.0,58264008.0,0.041632906544980565,sz300845,捷安高科
15,2022-01-25,10.12,11.18,10.12,11.07,12208500.0,308710830.0,58264008.0,0.20953759308834366,sz300845,捷安高科
16,2022-01-26,10.7,11.48,10.59,11.48,10188842.0,260736891.0,58264008.0,0.17487368874451617,sz300845,捷安高科
17,2022-01-27,11.23,11.26,9.21,9.36,9692765.0,230452623.0,58264008.0,0.16635939292058316,sz300845,捷安高科
18,2022-01-28,9.14,9.75,8.86,9.34,5538865.0,119988706.0,58264008.0,0.09506494987437185,sz300845,捷安高科
19,2022-02-07,9.47,9.62,8.91,9.19,4136200.0,88308904.0,58264008.0,0.07099065344080002,sz300845,捷安高科
20,2022-02-08,9.19,10.19,8.98,9.89,5522665.0,125304592.0,58264008.0,0.09478690515077508,sz300845,捷安高科
21,2022-02-09,10.0,10.13,9.84,10.09,4018378.0,93231226.0,58264008.0,0.06896844446403344,sz300845,捷安高科
22,2022-02-10,10.0,10.11,9.68,9.77,3402100.0,77543610.0,58264008.0,0.05839110828077602,sz300845,捷安高科
23,2022-02-11,9.8,9.8,9.21,9.3,3638000.0,79531695.0,58264008.0,0.062439920027472194,sz300845,捷安高科
24,2022-02-14,9.23,9.59,9.23,9.38,2210400.0,48346855.0,58264008.0,0.037937657841870406,sz300845,捷安高科
25,2022-02-15,9.41,9.95,9.23,9.26,3418000.0,75245157.0,58264008.0,0.058664004028009885,sz300845,捷安高科
